meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx
0.234879938673358,0.034471977131802,0.23841584158415802,0.223762376237624,0.255841584158416,0.0320792079207921,2.34526943239201,8.38045588839379,0.823732334787144,0.17819018289403,0.22970297029703,0.234879938673358,0.18359418961872898,0.047952047952047994,0.277456647398844,1.52430555555556,0.0234375,10.40625,10.3828125,0.12703049617138099
0.20142802871392498,0.0446311109431576,0.201179624664879,0.167149240393208,0.23696157283288602,0.0698123324396783,0.962779158447875,2.99656468025919,0.9086181968343701,0.186674892021078,0.22970509383378,0.20142802871392498,0.129064342916689,0.0180995475113122,0.271186440677966,0.8526785714285708,0.1484375,6.1171875,5.96875,0.13302562689446099
0.17344880526482198,0.0650766544260715,0.178693467336683,0.11068676716917901,0.224187604690117,0.11350083752093801,1.54538206637019,5.05216989428993,0.9209722555547869,0.474769660101851,0.0900502512562814,0.17344880526482198,0.127933369314406,0.0470127326150832,0.27906976744186,1.11185213414634,0.0234375,5.1796875,5.15625,0.149465240641711
0.19300514500713103,0.0617679422667199,0.208139059304703,0.183803680981595,0.22646216768916197,0.0426584867075665,4.35220265034774,42.712961824907104,0.883909175692404,0.369092364860118,0.0501022494887526,0.19300514500713103,0.17816013424433302,0.025518341307814996,0.266666666666667,0.18836805555555605,0.0546875,0.734375,0.6796875,0.27763041556145
0.158351723241479,0.0887810310483948,0.140529634300126,0.0767381252627154,0.256107608238756,0.17936948297604002,2.5769431624478196,11.629255978304501,0.941863633382147,0.599405155681349,0.134409415720891,0.158351723241479,0.129129178021209,0.017718715393134,0.24242424242424201,0.36879006410256393,0.046875,0.9140625,0.8671875,0.215485756026297
0.149864155572321,0.0682827088842754,0.16219512195122,0.0935609756097561,0.206926829268293,0.11336585365853699,1.72593123763576,6.3278063692822695,0.9562832511635799,0.7209483289153141,0.088780487804878,0.149864155572321,0.108321223908887,0.0235294117647059,0.271186440677966,0.62109375,0.0078125,3.71875,3.7109375,0.156290726817043
0.236364734175568,0.0304067142928881,0.23760399334442606,0.22549084858569102,0.254376039933444,0.0288851913477537,2.2121229991550497,7.97866104535831,0.80848871698561,0.135078609247449,0.23341098169717103,0.236364734175568,0.19722076361130397,0.0515021459227468,0.27586206896551696,1.3067835365853702,0.234375,11.0390625,10.8046875,0.105352641144398
0.198930472414206,0.0604987494670848,0.22157181571815698,0.139620596205962,0.254579945799458,0.114959349593496,1.77822366400147,5.96454206414614,0.8962398595640741,0.340676766429418,0.24547425474254703,0.198930472414206,0.14024816436333898,0.0481927710843374,0.27906976744186,1.44308035714286,0.0234375,8.8828125,8.859375,0.11984126984127
0.14190936837388698,0.0761535459601137,0.13243947858472999,0.0993296089385475,0.207262569832402,0.107932960893855,1.84892200471223,7.90486582049278,0.967418558547928,0.778548657128434,0.11836126629422698,0.14190936837388698,0.119752212605996,0.0157635467980296,0.253968253968254,0.34765625,0.0078125,5.2890625,5.28125,0.11928456159225401
0.16725470053105,0.0584564640627269,0.17668070766638602,0.11063184498736302,0.21064869418702598,0.10001684919966301,1.08749707721253,4.16017736250404,0.938019372776169,0.4650953035486,0.18564448188711,0.16725470053105,0.102844638357114,0.018348623853211003,0.25,0.657258064516129,0.0078125,6.6875,6.6796875,0.15871345029239803
0.20293213081077502,0.0386136052668616,0.204235294117647,0.186941176470588,0.224411764705882,0.0374705882352941,2.31374195351589,8.66305940700242,0.8690074385170959,0.279457760723624,0.187352941176471,0.20293213081077502,0.144865258132364,0.047808764940239,0.27906976744186,1.0740489130434798,0.0234375,5.4140625,5.390625,0.12743271221532101
0.21140672382234302,0.0483199333464157,0.215475189234651,0.18627417998317897,0.248915054667788,0.0626408746846089,1.37662166385302,4.464553388096941,0.9020570411515001,0.253573825963585,0.257157275021026,0.21140672382234302,0.155632079062039,0.0158572844400396,0.27586206896551696,0.559326171875,0.1640625,4.2890625,4.125,0.150659824046921
0.110727276767515,0.0875572383739,0.0883629191321499,0.0298224852071006,0.19495069033530604,0.165128205128205,1.7220616921715701,6.76532896641911,0.9626814445962221,0.747373684192988,0.008836291913214991,0.110727276767515,0.189172135911732,0.016,0.262295081967213,0.68070652173913,0.0078125,4.9140625,4.90625,0.113133151349712
0.169863389417439,0.0533483639995632,0.174295302013423,0.150335570469799,0.204362416107383,0.0540268456375839,2.4558686666217797,10.087157469147499,0.9080462798810841,0.5046790330158321,0.151744966442953,0.169863389417439,0.140055364509282,0.04907975460122701,0.27906976744186,1.0541424418604701,0.09375,5.90625,5.8125,0.129536290322581
0.16933150931319502,0.0594494069819765,0.174708112206217,0.112721758908264,0.216527672479151,0.103805913570887,1.11190379854398,4.05651070383764,0.9387077172584809,0.46444264850090206,0.170037907505686,0.16933150931319502,0.0983576477645232,0.0208062418725618,0.271186440677966,0.7408482142857141,0.0859375,3.9140625,3.828125,0.254021608643457
0.19300562017210604,0.0408713305975659,0.19075528700906302,0.164954682779456,0.223746223564955,0.0587915407854985,1.2951057661985301,4.0410909949387905,0.892010909689543,0.29466299194900397,0.18314199395770397,0.19300562017210604,0.163915986515113,0.0471050049067713,0.277456647398844,1.66225961538462,0.0234375,8.90625,8.8828125,0.151502255511107
0.146240822189093,0.0781535536962115,0.15908484270734,0.0832793136320305,0.22154432793136303,0.138265014299333,1.3417988069203,5.602640078295031,0.967900550033251,0.7447727490637711,0.23702573879885602,0.146240822189093,0.100752018474032,0.0303605313092979,0.253968253968254,0.6572265625,0.0078125,6.171875,6.1640625,0.0987687850805722
0.202505363990295,0.0350320220830235,0.199686520376176,0.18081504702194395,0.22338557993730399,0.0425705329153605,2.006508651305,6.83259929843947,0.8579928606214922,0.21290488233417898,0.190031347962382,0.202505363990295,0.15224784811456699,0.048048048048048,0.27906976744186,1.19281914893617,0.0234375,7.828125,7.8046875,0.156156156156156
